listing_id,current_locality,resolved_locality,building_name,raw_message_snippet,source,group_name,is_link_only
769559,Vasai,Sion,"Land & GR +1 Bldg, Morya Naka, Sativali","BANK AUCTION DEAL

*DISTRESS SALE N.A LAND BUILDING @Vasai.*
*Land & GR +1 Bldg, Morya Naka, Sativali, Vasai.*

*Plot Area: 855.5 Sq.mtrs.*
*Constructed Area: 785.92 Sq.mtr (CIDCO APPROVED)*
*Reserve",text_reference_match,SE- Bandra to juhu -1😁🤝,False
769575,Vasai,Sion,N.A Land Building,"BANK AUCTION DEAL

*DISTRESS SALE N.A LAND BUILDING @Vasai.*
*Land & GR +1 Bldg, Morya Naka, Sativali, Vasai.*

*Plot Area: 855.5 Sq.mtrs.*
*Constructed Area: 785.92 Sq.mtr (CIDCO APPROVED)*
*Reserve",text_reference_match,Resi Lease Only Khar/Bandra/S'cruz,False
769618,Kurla,Andheri East,,"OPEN SPACES | HIGH-POTENTIAL COMMERCIAL OPPORTUNITIES 
━━━━━━━━━━━━━━━━━━

🔥OPEN PLOT | LARGE FORMAT LAND PARCEL
▫️ Area: 55,000 sq.ft
▫️ Ideal for Pickleball / sports academy 
 storage / logistics /",text_reference_match,VENUS REAL ESTATE  🏘,False
769634,Santacruz West,Bandra West,,"*📍SANTACRUZ WEST*

*Direct Inventories*

*◽Area – 1,400 sqft*
+ 800 sqft Otla
Big Frontage
Car Parking – 2 Nos
Rent – ₹5 Lakhs
Santacruz West

━━━━━━━━━━━━━━━━━━

*◽Area- 10,265 sq ft*
Ground +1st
+ B",text_reference_match,Bandra to Juhu - 8 😃🤝,False
769671,,Sion,Neel Sagar,"*Available For Rental*
 *2BHK*
*Neel Sagar*
*Near Tava Hotel Bandra West*
*Furnished*
*Asking 1.40k Nego*
*No Pets* 
*No Car Parking* 
*All Cast Allowed* 
*Inspection Everyday 11am to 12pm*
 *Possessi",text_reference_match,THC,False
769673,Bandra West,Sion,Neel Sagar,"*Available For Rental*
 *2BHK*
*Neel Sagar*
*Near Tava Hotel Bandra West*
*Furnished*
*Asking 1.40k Nego*
*No Pets* 
*No Car Parking* 
*All Cast Allowed* 
*Inspection Everyday 11am to 12pm*
 *Possessi",text_reference_match,Barudgar Properties 🤝,False
769685,,Sion,Mangal Varsha,"Available 
Mangal Varsha 
3BHK + Terrace 
1266 + 650 Carpet 
Possession - OC Received 
At - 10.50 Cr 
3 Car Parks
Bareshell Flat
Deal Side By Side

Vinod Davale 
*9967569784*

Mohit Kamra 
*9892739841",text_reference_match,Bandra Broker Group,False
769709,,Sion,Mangal Varsha,"Available 
Mangal Varsha 
3BHK + Terrace 
1266 + 650 Carpet 
Possession - OC Received 
At - 10.50 Cr 
3 Car Parks
Bareshell Flat
Deal Side By Side

Vinod Davale 
*9967569784*

Mohit Kamra 
*9892739841",text_reference_match,BKS Agents Group 🤝,False
769727,,Sion,,"KING CKR REAL ESTATE CONSULTANT 
2BHK FULLY FURNISHED REQUIREMENT FOR RENT SINGLE WORKING MALE VERY GOOD PROFILE Need Big Size
CAR PARKING LOCATION REQUIRE BANDRA WEST ROAD
14.15.16. Immediate Possess",text_reference_match,NB | BANDRA - JUHU | VILEPARLE DIRECT PROPERTIES,False
769728,,Andheri West,ROYAL ELEGANCE,*KING CKR REAL ESTATE CONSULTANT ANDHERI WEST* 2BHK REQUIREMENT FOR OUTRIGHT BGT 3.50CR location  require DN NAGAR AND JUHU CIRCLE ROYAL ELEGANCE IN DN NAGAR  MORE INFORMATION CALL US RAKESH KUMAR.,text_reference_match,NB | BANDRA - JUHU | VILEPARLE DIRECT PROPERTIES,False
769731,,Sion,,*KING CKR REAL ESTATE CONSULTANT*  2BHK REQUIREMENT FURNISHED BGT 115K 2MALE STUDENTS IMMEDIATE POSSESSION REQUIRED  TOKEN IS READY  MORE INFORMATION CALL US RAKESH KUMAR 98929 09533 SURAJIT DAS 97489,text_reference_match,NB | BANDRA - JUHU | VILEPARLE DIRECT PROPERTIES,False
769736,,Bandra West,,"*✨Direct Available 1bhk, 3bhk & 4bhk Flat For Rent✨*
*Uptade listing date:-16th/ July/2026*

*3bhk Brand New Building Same building Three options is available*

1) *✨ Building Name:-DLH SIGNATURE – BA",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
769747,,Sion,,"Available shop on lease 
450 sq ft cp gnd mezanine and double ht basement
Normal ground level 180+
Mezanin level 180+
Basement level 90
Total 450cp
Asking 1.5
Immediate possession
Pics Available
Hill",text_reference_match,Bandra Broker Group,False
769750,,Bandra West,Dheeraj Devika,"*3bhk Dheeraj Devika - Bandra West*
@ ₹ 2,10,000 per month.*
Hill road near Asian paints/Parsi Agyari.
Balcony in all rooms. 
3 washrooms
1400 carpet 
Bright Airy Open View. 
Semi - Furnished Flat (wa",text_reference_match,Bandra Broker Group,False
769778,Juhu,Sion,,"Juhu sale 2 bhk flat wt car park nr tivari sweets  Gulmohar x  no 9.  usable carpet app 700 Sq , vacant procession price can get fr 3.40 cr neg Mazda 9821024114 ( ful check deal )",text_reference_match,🌻ANDHERI JUHU GROUP 🌻,False
769831,Khar West,Sion,,"✨ *Premium Fully Furnished Office Space Available for Lease* ✨

📍Prime Location - *Main S.V. Road, Khar (West)*

🏢 Carpet Area: *430 Sq. Ft.*
🪑 *Fully Furnished Setup*
🚻 Attached Washroom
🚗 *1 Car Puz",text_reference_match,Only bandra Khar santaruz,False
769840,,Sion,,"✨ *Premium Fully Furnished Office Space Available for Lease* ✨

📍Prime Location - *Main S.V. Road, Khar (West)*

🏢 Carpet Area: *430 Sq. Ft.*
🪑 *Fully Furnished Setup*
🚻 Attached Washroom
🚗 *1 Car Puz",text_reference_match,SE- Bandra to juhu -1😁🤝,False
769871,,Sion,On Call,"Available 2bhk Apt with large balcony on lease at bandra west


Details
 *Building name :- On Call*

2 bedrooms
2 bathrooms
Large balcony
Dry area
Modular kitchen
Semi Furnished 
890 sq.ft carpet
1 ca",text_reference_match,Bandra Broker Group,False
769879,Bandra West,Sion,Soona villa,"Available 3bhk sea view apt on lease at bandra west

🏡Building name :- Soona villa
✅️Servant room
✅️1600 sq.ft
carpet area
✅️2 car park
✅️Semi furnished
✅️Sea view
✅️Possession immediste
✅️Rent 4.0 la",text_reference_match,⚜️𝐁𝐀𝐍𝐃𝐑𝐀 𝐋𝐔𝐗𝐄,False
769890,,Sion,,"Revision should happen after 12 months. Also, there should be a clause regarding refund of security deposit at the time of vacating the premise without any deduction. Any delay should have penalties a",text_reference_match,,False
769891,Bandra,Bandra West,,"Direct available 1 bhk + study room 

Bandra reclamation 

Floor higher 
Rent 75 k
Condition semi furnished 
With white goods 
All caste allow 

Pic are available 
Thanks regards Shahid Hussain rental",text_reference_match,Bandra Broker Group,False
769893,Nariman Point,Sion,Tulsiani Chambers,"🏢 PREMIUM OFFICE SPACE AVAILABLE FOR LEASE

📍 Tulsiani Chambers, Nariman Point

✅ Fully Furnished & Ready to Move In
✅ 650 Sq. Ft. Carpet Area
✅ 1 Dedicated Car Parking
✅ Immediate Possession / Inspec",text_reference_match,GURUKIRPA REALTORS MUMBAI [24],False
769894,South Mumbai,Tardeo,,"*Urgent Require Rental*
Fir Gujrati Family 
2 bhk Semi furnished
Fix parking
Good ventilation
Well maintained bldg.
Budget 150k

Location:
Charni road,Nana chowk
Gwalia tank,Walkeshvar
Tardeo,Pedder r",text_reference_match,General,False
769905,,Parel,,"Available For Rent
Parel
Kalpataru habitat 
2bhk 1000 carpet 
Furnished 
2 parking 
Rate :1.85lac negotiable 

Call For Inspection 
Yogi Kripa Estate agency 
Daksha kakkad 9619014555
Dipak Maynak 9619",text_reference_match,General,False
769906,Elphinstone Road,Sion,Naman Midtown,"Available For rent
Bldg Name:- Naman Midtown 
Location:-   Elphiston Road 
Carpet Area:- 500 sqft + 100 sqft loft 
Conditon:-   Fully furnished 
Car-parking:-   1
Lift :-   Available 
Possession :Imme",text_reference_match,General,False
769909,,Worli,,"Available For Rent 
Worli 
2 bhk 850 carpet 
Semi furnished 
1 parking 
Veg nonveg ok 
Family Batchelor ok
Possession immediate 

Call for Inspection 
Yogi Kripa Estate agency 
Daksha kakkad 961901455",text_reference_match,General,False
769928,Irla,Andheri West,,"2bhk furnished flat 
Floor higer 
With lift 
Well maintained building 
Rent 1.20 
For veg family 
Possession  1 June 
Location irla market railway colony",text_reference_match,Juhu mangesh salian,False
769938,,Sion,,"3bhk furnished flat 3baths 
Floor 4 no lift 
Rent 1.50 
Possession 1 June 
Location  juhu near jw marriot hotel 
No pic vedio  
For beachlor Students",text_reference_match,Juhu mangesh salian,False
769940,,Vasai,,"_☀️*PREMIUM INDUSTRIAL GALA FOR RENT VASAI - VIRAR*_ 

🌐*Nalasopara Phata Near Vasai phata*
Ground floor  main road touch 
Area : 3500 sqft 
Height: 16
Power : 30hp 
Water: Supply avai.
Rent : 75000/-",text_reference_match,Bandra To Juhu - 9,False
769958,Khar West,Bandra West,,"Commercial 680 sqft carpet+500 sqft loft 
Unfurnished 👈
Attached Washroom 
Ground Floor 👈
Side Facing Unit 👈
Signage Available 👈
Prime Location 
Off Linking Road, Khar West 

1 Parking Possible 👈

Ren",text_reference_match,Only bandra Khar santaruz,False
769969,,Sion,,": Brand new bldg prem sagar near gurudwara santacurz
untouch  2 bhk 710 carpet on 3 rd floor with lift ;2 car parking .only with kitchen cabinet and ac 
.Rent-1.5 lac nego
 Only family 
Immediate poss",text_reference_match,Bandra To Juhu - 9,False
769979,,Parel,,"Available For Rent
Parel
Kalpataru habitat 
2bhk 1000 carpet 
Furnished 
2 parking 
Rate :1.85lac negotiable 

Call For Inspection 
Yogi Kripa Estate agency 
Daksha kakkad 9619014555
Dipak Maynak 9619",text_reference_match,General,False
769985,,Lower Parel,,"Available For Rent 
Phoenix tower 
Lower parel 
2bhk 850 carpet 
Semi furnished 
1 parking 
Rate 1.90lac negotiable 
Veg nonveg ok 


Call For Inspection 
Yogi Kripa Estate agency 
Daksha kakkad 96190",text_reference_match,General,False
769986,Santacruz West,Sion,,"Very urgent required
1 bhk empty or S /F on rent for a small hindu family any where in santacurz West old bldg also work 
Max budg 45k 
Pls offer your direct proposal
Immediate possession
Anwar
982000",text_reference_match,Bandra To Juhu - 9,False
769987,Khar West,Sion,CHHAYA,"*3bhk on rent at CHHAYA*
19th road khar

Fully furnished 

Immediate possession 

Rent 2.5 lacs 
Deposit 3 months 

950 sq ft carpet

1 car park 

Anytime inspection 

Pics available 

Haresh valecha",text_reference_match,THC,False
769988,,Sion,Naman Midtown,"Available For rent
Bldg Name:- Naman Midtown 
Location:-   Elphiston Road 
Carpet Area:- 500 sqft + 100 sqft loft 
Conditon:-   Fully furnished 
Car-parking:-   1
Lift :-   Available 
Possession :Imme",text_reference_match,General,False
770017,Juhu Koliwada,Juhu,INDIVIDUAL INDEPENDENT GALA,"〽️〽️  _Outright & Rental_
                 Distress Deal 
      _Prefer 1st To Sell If not then Rental_ 
*INDIVIDUAL   INDEPENDENT   GALA* 300 Sqft plus 1st floor 300 sqft
 *Total 600 sqft*.  @  *Juhu",text_reference_match,General,False
770020,Juhu Koliwada,Juhu,INDIVIDUAL INDEPENDENT GALA,"〽️〽️  _Outright & Rental_
                 Distress Deal 
      _Prefer 1st To Sell If not then Rental_ 
*INDIVIDUAL   INDEPENDENT   GALA* 300 Sqft plus 1st floor 300 sqft
 *Total 600 sqft*.  @  *Juhu",text_reference_match,General,False
770023,Santacruz,Sion,Prem Sagar,": Brand new bldg prem sagar near gurudwara santacurz
untouch  2 bhk 710 carpet on 3 rd floor with lift ;2 car parking .only with kitchen cabinet and ac 
.Rent-1.5 lac nego
 Only family 
Immediate poss",text_reference_match,Bandra Broker Group,False
770032,Oshiwara,Andheri West,SOSIETY R/16 BUILDING,"Avail for Distress Outright SALE at 
RAM MANDIR STATION Rd
Oshiwara 

SOSIETY R/16 BUILDING 

Lower floor 1RK Carpet : 225 sqft

MHADA ALLOTMENT WITH SALE PERMISSION

Market value *~45 lac~*
Will Try",text_reference_match,General,False
770053,,Andheri West,Herritage,"*OFFICES AVAILABLE ON SALE*

Approx *219 sqft* carpet on 2nd floor at *Royale Herritage*, Next to Rustomjee Elements, Juhu Circle, Andheri West
*Quotation* 1.05 Cr

Approx *550 sqft* carpet on 18th fl",text_reference_match,Dhanki Realty - Primary,False
770054,,Andheri West,,"*OFFICES AVAILABLE ON SALE*

Approx *219 sqft* carpet on 2nd floor at *Royale Herritage*, Next to Rustomjee Elements, Juhu Circle, Andheri West
*Quotation* 1.05 Cr

Approx *550 sqft* carpet on 18th fl",text_reference_match,Dhanki Realty - Primary,False
770055,,Andheri West,,"*OFFICES AVAILABLE ON SALE*

Approx *219 sqft* carpet on 2nd floor at *Royale Herritage*, Next to Rustomjee Elements, Juhu Circle, Andheri West
*Quotation* 1.05 Cr

Approx *550 sqft* carpet on 18th fl",text_reference_match,Dhanki Realty - Primary,False
770057,Oshiwara,Andheri West,SOSIETY R/16 BUILDING,"Avail for Distress Outright SALE at 
RAM MANDIR STATION Rd
Oshiwara 

SOSIETY R/16 BUILDING 

Lower floor 1RK Carpet : 225 sqft

MHADA ALLOTMENT WITH SALE PERMISSION

Market value *~45 lac~*
Will Try",text_reference_match,🟪Bndra/Khr Consultant Grp,False
770075,,Khar West,Neera,"✨ 3 BHK APARTMENTS FOR SALE | KHAR WEST ✨

🏢 Anand Villa
📐 1000 Sq. Ft. Carpet (1368 sqft usable)
🏠 3 BHK
🚗 1 Car Parking
💰 Price: ₹5.5 Cr

---

🏢 Neera
📐 1400 Sq. Ft. (useable area)
🏠 3 BHK
🪑 Fully F",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770087,Juhu Versova Link Road,Juhu,,"Urgent Requirement 

2BHK Rantal Flat 
S/F and F/F
College student 3
Meethi bhai
Please Photo ya Video 
Bhej dijiye 
and Location 
Four Bungalow seven Bungalow juhu versova Link Road and juhu

Please",text_reference_match,🌻ANDHERI JUHU GROUP 🌻,False
770089,,Andheri West,DLH. SWAPN. DEEP. 3B. Rantal.,"Rantal  Flat 

3Bhk Sahakar Nagar 
Fulli furnish Flat 
 Rent -- 1.25 Lakh 
Diposit 3 Lakh 
Pojishon 1 August sa
Working Bachelor OK
Building Name DLH. SWAPN. DEEP. 3B. Rantal. f/f. sahakar. nagar:",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770095,,Thane West,Hiranandani Estate,"📢 *URGENT REQUIREMENT – RENT*

*Hiranandani Estate*
*Configuration: 4 BHK*
*Budget: ₹ 1.30 L*
*Fully Furnished*

*Surabhi Realtors*
📞 *9029168901*",text_reference_match,120363405742245993,False
770096,,Thane West,Hiranandani Estate,"📢 *URGENT REQUIREMENT*

*Hiranandani Estate*
*Configuration: :  2 Bhk*
*Budget:  1.10 Cr*
*Carpet : 600*
*Floor: Middle / Higher*
*Vastu :  No South*

*📞Kumar : 8879241395*",text_reference_match,120363405742245993,False
770098,,Sion,High Street Mall,"📢 *URGENT REQUIREMENT – COMMERCIAL OFFICE (RENT)*

📍 *Location: High Street Mall*
🏢 *Property Type: Commercial Office*
📐 *Carpet Area: 120 Sq. Ft.*
💰 *Budget: ₹20k – ₹21k per month*
✅ *Possession: Imm",text_reference_match,120363405742245993,False
770099,Khar West,Bandra West,APOLLO,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820455663-1581446339,False
770100,,Sion,,"🚨🚨 URGENT DISTRESS SALE – COMMERCIAL SHOPS 🚨🚨

Owner's Urgent Sale – Best Price Guaranteed!

🏬 Shop 1

📍 Main Vinay Nagar Road, Next to McDonald's
📐 585 Sq. Ft. (Saleable)
💰 Rate: ₹35,000 per Sq. Ft.",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
770101,,Bandra West,Platina,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770102,Mira Road,Sion,,"🚨🚨 URGENT DISTRESS SALE – COMMERCIAL SHOPS 🚨🚨

Owner's Urgent Sale – Best Price Guaranteed!

🏬 Shop 1

📍 Main Vinay Nagar Road, Next to McDonald's
📐 585 Sq. Ft. (Saleable)
💰 Rate: ₹35,000 per Sq. Ft.",text_reference_match,MIRA BHAYANDER REAL ESTATE GROUP,False
770104,Khar West,Bandra West,KALPANA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Bandra Broker Group,False
770106,Santacruz West,Bandra West,NANAK NIWAS,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Bandra Broker Group,False
770107,,Bandra West,PLATINA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820455663-1581446339,False
770112,Khar West,Bandra West,PLEASE CALL,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Bandra Broker Group,False
770113,,Thane West,Hiranandani Estate,"📢 *URGENT REQUIREMENT – RENT*

*Hiranandani Estate*
*Configuration: 4 BHK*
*Budget: ₹ 1.30 L*
*Fully Furnished*

*Surabhi Realtors*
📞 *9029168901*",text_reference_match,120363405742245993,False
770114,Khar West,Bandra West,Sailesh Apartment,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770117,Khar West,Bandra West,KALPANA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820455663-1581446339,False
770118,Santacruz West,Bandra West,PRIVERIA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Bandra Broker Group,False
770119,Kurla,Bandra West,Omkar Meridia,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770122,Santacruz West,Bandra West,NANAK NIWAS,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,120363344373581761,False
770123,Khar West,Bandra West,Rustomjee Paramount,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770126,,Bandra West,SAMARPAN,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Ananta Realty,False
770127,Khar West,Bandra West,PLEASE CALL,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,Ananta Realty,False
770128,Santacruz West,Bandra West,Mantri Parijat,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770130,Khar West,Bandra West,Kalpana,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770131,Khar West,Bandra West,KALPANA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,120363344373581761,False
770132,Santacruz West,Bandra West,PRIVERIA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820455663-1581446339,False
770133,Khar West,Bandra West,,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770135,Santacruz West,Bandra West,Nanak Niwas,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770138,Bandra East,Bandra West,Jagat Vidya,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770140,Khar West,Bandra West,Nanak Niwas,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770145,Khar West,Bandra West,PLEASE CALL,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,120363344373581761,False
770146,Bandra West,Sion,,"*Available For Rental*
 *2BHK*
*Neel Sagar*
*Near Tava Hotel Bandra West*
*Furnished*
*Asking 1.40k Nego*
*No Pets* 
*No Car Parking* 
*All Cast Allowed* 
*Inspection Everyday 11am to 12pm*
 *Possessi",text_reference_match,THC,False
770148,Santacruz West,Bandra West,Priveria,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770150,Khar West,Bandra West,Joy Legend,"🏡 1 / 2 / 3 / 4 / 5 BHK Rental Homes | Bandra • Khar • Santacruz

📍 Hilla Apartment, Off Hill Road, Ice Factory Lane, Bandra West
• 1 RK | Fully Furnished
• 1 Parking
• Ideal for Single Occupant or Co",text_reference_match,PROPERTYSHOP INDIA PVT LT,False
770151,Santacruz West,Bandra West,PRIVERIA,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,120363344373581761,False
770152,Santacruz West,Bandra West,NANAK NIWAS,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820455663-1581446339,False
770155,,Bandra West,Samarpam,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,919820094207-1594999108,False
770156,,Bandra West,SAMARPAN,"💫*4BHK ON SALE* 💫

*NAME- APOLLO*
*LOCATION - 14TH ROAD KHAR WEST*
*CARPET - 1722*
*QUOTE- 13 CR*

*NAME- PLATINA*
*LOCATION - EAST AVENUE ROAD SANTACRUZ*
*CARPET - 1825*
*QUOTE- 14 CR*

*NAME- WILLOW",text_reference_match,120363344373581761,False
